time,temp
1704574800.0,22.76
1704576600.0,20.93
1704578400.0,20.93
1704580200.0,20.05
1704582000.0,20.05
1704583800.0,19.31
1704585600.0,19.31
1704587400.0,18.53
1704589200.0,18.53
1704591000.0,17.92
1704592800.0,17.92
1704594600.0,17.42
1704596400.0,17.42
1704598200.0,17.06
1704600000.0,17.06
1704601800.0,17.02
1704603600.0,17.02
1704605400.0,16.79
1704607200.0,16.79
1704609000.0,16.95
1704610800.0,16.95
1704612600.0,17.46
1704614400.0,17.46
1704616200.0,18.36
1704618000.0,18.36
1704619800.0,19.97
1704621600.0,19.97
1704623400.0,22.97
1704625200.0,22.97
1704627000.0,25.17
1704628800.0,25.17
1704630600.0,26.38
1704632400.0,26.38
1704634200.0,27.72
1704636000.0,27.72
1704637800.0,29.02
1704639600.0,29.02
1704641400.0,29.78
1704643200.0,29.78
1704645000.0,30.06
1704646800.0,30.06
1704648600.0,29.45
1704650400.0,29.45
1704652200.0,29.09
1704654000.0,29.09
1704655800.0,27.63
1704657600.0,27.63
1704659400.0,25.75
1704661200.0,25.75
1704663000.0,24.51
1704664800.0,24.51
1704666600.0,23.94
1704668400.0,23.94
1704670200.0,23.7
1704672000.0,23.7
1704673800.0,23.12
1704675600.0,23.12
1704677400.0,22.68
1704679200.0,22.68
1704681000.0,22.43
1704682800.0,22.43
1704684600.0,22.37
1704686400.0,22.37
1704688200.0,22.47
1704690000.0,22.47
1704691800.0,23.23
1704693600.0,23.23
1704695400.0,23.24
1704697200.0,23.24
1704699000.0,23.12
1704700800.0,23.12
1704702600.0,23.87
1704704400.0,23.87
1704706200.0,25.04
1704708000.0,25.04
1704709800.0,25.9
1704711600.0,25.9
1704713400.0,20.4
1704715200.0,20.4
1704717000.0,19.22
1704718800.0,19.22
1704720600.0,18.96
1704722400.0,18.96
1704724200.0,19.14
1704726000.0,19.14
1704727800.0,19.0
1704729600.0,19.0
1704731400.0,19.16
1704733200.0,19.16
1704735000.0,19.38
1704736800.0,19.38
1704738600.0,19.48
1704740400.0,19.48
1704742200.0,19.5
1704744000.0,19.5
1704745800.0,19.65
1704747600.0,19.65
1704749400.0,19.68
1704751200.0,19.68
1704753000.0,19.91
1704754800.0,19.91
1704756600.0,19.16
1704758400.0,19.16
1704760200.0,19.2
1704762000.0,19.2
1704763800.0,19.13
1704765600.0,19.13
1704767400.0,19.17
1704769200.0,19.17
1704771000.0,19.22
1704772800.0,19.22
1704774600.0,19.28
1704776400.0,19.28
1704778200.0,19.4
1704780000.0,19.4
1704781800.0,19.45
1704783600.0,19.45
1704785400.0,19.46
1704787200.0,19.46
1704789000.0,19.38
1704790800.0,19.38
1704792600.0,19.29
1704794400.0,19.29
1704796200.0,19.18
1704798000.0,19.18
1704799800.0,19.26
1704801600.0,19.26
1704803400.0,18.89
1704805200.0,18.89
1704807000.0,18.12
1704808800.0,18.12
1704810600.0,17.48
1704812400.0,17.48
1704814200.0,17.18
1704816000.0,17.18
1704817800.0,17.14
1704819600.0,17.14
1704821400.0,17.18
1704823200.0,17.18
1704825000.0,17.4
1704826800.0,17.4
1704828600.0,17.5
1704830400.0,17.5
1704832200.0,17.35
1704834000.0,17.35
1704835800.0,17.1
1704837600.0,17.1
1704839400.0,16.89
1704841200.0,16.89
1704843000.0,16.75
1704844800.0,16.75
1704846600.0,16.54
1704848400.0,16.54
1704850200.0,16.38
1704852000.0,16.38
1704853800.0,16.23
1704855600.0,16.23
1704857400.0,16.01
1704859200.0,16.01
1704861000.0,15.94
1704862800.0,15.94
1704864600.0,15.55
1704866400.0,15.55
1704868200.0,15.48
1704870000.0,15.48
1704871800.0,15.82
1704873600.0,15.82
1704875400.0,16.29
1704877200.0,16.29
1704879000.0,16.88
1704880800.0,16.88
1704882600.0,17.77
1704884400.0,17.77
1704886200.0,18.54
1704888000.0,18.54
1704889800.0,20.45
1704891600.0,20.45
1704893400.0,22.63
1704895200.0,22.63
1704897000.0,23.81
1704898800.0,23.81
1704900600.0,24.13
1704902400.0,24.13
1704904200.0,23.86
1704906000.0,23.86
1704907800.0,23.69
1704909600.0,23.69
1704911400.0,23.22
1704913200.0,23.22
1704915000.0,22.66
1704916800.0,22.66
1704918600.0,21.16
1704920400.0,21.16
1704922200.0,19.36
1704924000.0,19.36
1704925800.0,18.54
1704927600.0,18.54
1704929400.0,17.98
1704931200.0,17.98
1704933000.0,17.61
1704934800.0,17.61
1704936600.0,17.35
1704938400.0,17.35
1704940200.0,17.11
1704942000.0,17.11
1704943800.0,16.79
1704945600.0,16.79
1704947400.0,16.68
1704949200.0,16.68
1704951000.0,16.66
1704952800.0,16.66
1704954600.0,16.67
1704956400.0,16.67
1704958200.0,17.3
1704960000.0,17.3
1704961800.0,19.37
1704963600.0,19.37
1704965400.0,21.71
1704967200.0,21.71
1704969000.0,23.83
1704970800.0,23.83
1704972600.0,25.46
1704974400.0,25.46
1704976200.0,26.08
1704978000.0,26.08
1704979800.0,26.16
1704981600.0,26.16
1704983400.0,25.25
1704985200.0,25.25
1704987000.0,24.03
1704988800.0,24.03
1704990600.0,23.09
1704992400.0,23.09
1704994200.0,22.02
1704996000.0,22.02
1704997800.0,21.0
1704999600.0,21.0
1705001400.0,20.02
1705003200.0,20.02
1705005000.0,18.8
1705006800.0,18.8
1705008600.0,17.55
1705010400.0,17.55
1705012200.0,16.88
1705014000.0,16.88
1705015800.0,16.42
1705017600.0,16.42
1705019400.0,16.1
1705021200.0,16.1
1705023000.0,15.76
1705024800.0,15.76
1705026600.0,15.4
1705028400.0,15.4
1705030200.0,15.03
1705032000.0,15.03
1705033800.0,14.68
1705035600.0,14.68
1705037400.0,14.32
1705039200.0,14.32
1705041000.0,14.1
1705042800.0,14.1
1705044600.0,14.59
1705046400.0,14.59
1705048200.0,16.11
1705050000.0,16.11
1705051800.0,17.71
1705053600.0,17.71
1705055400.0,19.25
1705057200.0,19.25
1705059000.0,20.72
1705060800.0,20.72
1705062600.0,22.03
1705064400.0,22.03
1705066200.0,23.14
1705068000.0,23.14
1705069800.0,23.78
1705071600.0,23.78
1705073400.0,23.9
1705075200.0,23.9
1705077000.0,23.69
1705078800.0,23.69
1705080600.0,22.77
1705082400.0,22.77
1705084200.0,21.92
1705086000.0,21.92
1705087800.0,20.96
1705089600.0,20.96
1705091400.0,19.55
1705093200.0,19.55
1705095000.0,17.91
1705096800.0,17.91
1705098600.0,17.12
1705100400.0,17.12
1705102200.0,16.74
1705104000.0,16.74
1705105800.0,16.41
1705107600.0,16.41
1705109400.0,16.1
1705111200.0,16.1
1705113000.0,15.82
1705114800.0,15.82
1705116600.0,15.54
1705118400.0,15.54
1705120200.0,15.27
1705122000.0,15.27
1705123800.0,15.22
1705125600.0,15.22
1705127400.0,15.05
1705129200.0,15.05
1705131000.0,15.71
1705132800.0,15.71
1705134600.0,17.73
1705136400.0,17.73
1705138200.0,20.17
1705140000.0,20.17
1705141800.0,23.13
1705143600.0,23.13
1705145400.0,26.6
1705147200.0,26.6
1705149000.0,28.68
1705150800.0,28.68
1705152600.0,30.26
1705154400.0,30.26
1705156200.0,31.39
1705158000.0,31.39
1705159800.0,32.1
1705161600.0,32.1
1705163400.0,31.42
1705165200.0,31.42
1705167000.0,31.87
1705168800.0,31.87
1705170600.0,30.55
1705172400.0,30.55
1705174200.0,27.54
1705176000.0,27.54
1705177800.0,24.98
1705179600.0,24.98
1705181400.0,22.93
1705183200.0,22.93
1705185000.0,22.04
1705186800.0,22.04
1705188600.0,21.19
1705190400.0,21.19
1705192200.0,20.47
1705194000.0,20.47
1705195800.0,19.88
1705197600.0,19.88
1705199400.0,19.37
1705201200.0,19.37
1705203000.0,18.85
1705204800.0,18.85
1705206600.0,18.3
1705208400.0,18.3
1705210200.0,18.06
1705212000.0,18.06
1705213800.0,17.64
1705215600.0,17.64
1705217400.0,17.74
1705219200.0,17.74
1705221000.0,18.75
1705222800.0,18.75
1705224600.0,19.75
1705226400.0,19.75
1705228200.0,21.06
1705230000.0,21.06
1705231800.0,21.97
1705233600.0,21.97
1705235400.0,22.52
1705237200.0,22.52
1705239000.0,22.01
1705240800.0,22.01
1705242600.0,20.6
1705244400.0,20.6
1705246200.0,18.98
1705248000.0,18.98
1705249800.0,17.64
1705251600.0,17.64
1705253400.0,17.5
1705255200.0,17.5
1705257000.0,17.23
1705258800.0,17.23
1705260600.0,16.76
1705262400.0,16.76
1705264200.0,16.35
1705266000.0,16.35
1705267800.0,15.59
1705269600.0,15.59
1705271400.0,15.36
1705273200.0,15.36
1705275000.0,14.89
1705276800.0,14.89
1705278600.0,14.51
1705280400.0,14.51
1705282200.0,14.27
1705284000.0,14.27
1705285800.0,14.04
1705287600.0,14.04
1705289400.0,13.97
1705291200.0,13.97
1705293000.0,13.78
1705294800.0,13.78
1705296600.0,13.85
1705298400.0,13.85
1705300200.0,13.73
1705302000.0,13.73
1705303800.0,13.98
1705305600.0,13.98
1705307400.0,15.14
1705309200.0,15.14
1705311000.0,16.5
1705312800.0,16.5
1705314600.0,17.83
1705316400.0,17.83
1705318200.0,19.27
1705320000.0,19.27
1705321800.0,20.46
1705323600.0,20.46
1705325400.0,21.5
1705327200.0,21.5
1705329000.0,22.06
1705330800.0,22.06
1705332600.0,21.98
1705334400.0,21.98
1705336200.0,21.72
1705338000.0,21.72
1705339800.0,21.5
1705341600.0,21.5
1705343400.0,20.4
1705345200.0,20.4
1705347000.0,19.54
1705348800.0,19.54
1705350600.0,19.02
1705352400.0,19.02
1705354200.0,18.69
1705356000.0,18.69
1705357800.0,18.66
1705359600.0,18.66
1705361400.0,17.99
1705363200.0,17.99
1705365000.0,17.38
1705366800.0,17.38
1705368600.0,16.73
1705370400.0,16.73
1705372200.0,16.44
1705374000.0,16.44
1705375800.0,16.27
1705377600.0,16.27
1705379400.0,16.16
1705381200.0,16.16
1705383000.0,16.33
1705384800.0,16.33
1705386600.0,16.14
1705388400.0,16.14
1705390200.0,16.52
1705392000.0,16.52
1705393800.0,17.86
1705395600.0,17.86
1705397400.0,19.85
1705399200.0,19.85
1705401000.0,22.1
1705402800.0,22.1
1705404600.0,23.77
1705406400.0,23.77
1705408200.0,24.15
1705410000.0,24.15
1705411800.0,25.02
1705413600.0,25.02
1705415400.0,26.41
1705417200.0,26.41
1705419000.0,27.05
1705420800.0,27.05
1705422600.0,26.6
1705424400.0,26.6
1705426200.0,24.88
1705428000.0,24.88
1705429800.0,25.56
1705431600.0,25.56
1705433400.0,25.48
1705435200.0,25.48
1705437000.0,24.06
1705438800.0,24.06
1705440600.0,22.04
1705442400.0,22.04
1705444200.0,20.04
1705446000.0,
1705447800.0,20.03
1705449600.0,20.03
1705451400.0,19.24
1705453200.0,19.24
1705455000.0,19.23
1705456800.0,
1705458600.0,19.39
1705460400.0,19.39
1705462200.0,19.08
1705464000.0,19.08
1705465800.0,18.67
1705467600.0,18.67
1705469400.0,18.72
1705471200.0,18.72
1705473000.0,18.78
1705474800.0,18.78
1705476600.0,18.97
1705478400.0,18.97
1705480200.0,20.15
1705482000.0,20.15
1705483800.0,21.81
1705485600.0,21.81
1705487400.0,
1705489200.0,23.38
1705491000.0,
1705492800.0,25.15
1705494600.0,26.52
1705496400.0,26.52
1705498200.0,27.34
1705500000.0,27.34
1705501800.0,27.35
1705503600.0,27.35
1705505400.0,27.57
1705507200.0,27.57
1705509000.0,28.55
1705510800.0,28.55
1705512600.0,29.92
1705514400.0,29.92
1705516200.0,29.72
1705518000.0,29.72
1705519800.0,28.82
1705521600.0,28.82
1705523400.0,27.12
1705525200.0,27.12
1705527000.0,25.3
1705528800.0,25.3
1705530600.0,24.94
1705532400.0,24.94
1705534200.0,
1705536000.0,24.07
1705537800.0,22.69
1705539600.0,22.69
1705541400.0,21.83
1705543200.0,21.83
1705545000.0,21.7
1705546800.0,21.7
1705548600.0,21.63
1705550400.0,21.63
1705552200.0,21.25
1705554000.0,21.25
1705555800.0,21.39
1705557600.0,21.39
1705559400.0,20.79
1705561200.0,20.79
1705563000.0,19.51
1705564800.0,19.51
1705566600.0,18.93
1705568400.0,18.93
1705570200.0,18.44
1705572000.0,18.44
1705573800.0,17.72
1705575600.0,17.72
1705577400.0,17.08
1705579200.0,17.08
1705581000.0,17.01
1705582800.0,17.01
1705584600.0,16.96
1705586400.0,16.96
1705588200.0,17.67
1705590000.0,17.67
1705591800.0,18.39
1705593600.0,18.39
1705595400.0,18.22
1705597200.0,18.22
1705599000.0,19.14
1705600800.0,19.14
1705602600.0,19.36
1705604400.0,19.36
1705606200.0,19.48
1705608000.0,19.48
1705609800.0,18.77
1705611600.0,18.77
1705613400.0,17.15
1705615200.0,17.15
1705617000.0,16.34
1705618800.0,16.34
1705620600.0,15.13
1705622400.0,15.13
1705624200.0,14.51
1705626000.0,14.51
1705627800.0,13.97
1705629600.0,13.97
1705631400.0,13.38
1705633200.0,13.38
1705635000.0,12.92
1705636800.0,12.92
1705638600.0,12.72
1705640400.0,12.72
1705642200.0,12.63
1705644000.0,12.63
1705645800.0,13.22
1705647600.0,13.22
1705649400.0,14.1
1705651200.0,14.1
1705653000.0,15.03
1705654800.0,15.03
1705656600.0,16.43
1705658400.0,16.43
1705660200.0,17.24
1705662000.0,17.24
1705663800.0,18.46
1705665600.0,18.46
1705667400.0,18.89
1705669200.0,18.89
1705671000.0,19.72
1705672800.0,
1705674600.0,
1705676400.0,
1705678200.0,
1705680000.0,
1705681800.0,
1705683600.0,17.85
1705685400.0,17.85
1705687200.0,16.91
1705689000.0,16.91
1705690800.0,15.97
1705692600.0,15.97
1705694400.0,15.53
1705696200.0,15.53
1705698000.0,15.1
1705699800.0,15.1
1705701600.0,14.75
1705703400.0,14.75
1705705200.0,14.58
1705707000.0,14.58
1705708800.0,14.58
1705710600.0,14.58
1705712400.0,14.65
1705714200.0,14.65
1705716000.0,14.44
1705717800.0,14.44
1705719600.0,14.47
1705721400.0,14.47
1705723200.0,14.64
1705725000.0,14.64
1705726800.0,14.81
1705728600.0,14.81
1705730400.0,15.25
1705732200.0,15.25
1705734000.0,15.86
1705735800.0,15.86
1705737600.0,16.75
1705739400.0,16.75
1705741200.0,17.98
1705743000.0,17.98
1705744800.0,18.68
1705746600.0,18.68
1705748400.0,19.54
1705750200.0,19.54
1705752000.0,20.12
1705753800.0,20.12
1705755600.0,20.2
1705757400.0,20.2
1705759200.0,19.62
1705761000.0,19.62
1705762800.0,19.21
1705764600.0,19.21
1705766400.0,18.55
1705768200.0,18.55
1705770000.0,17.51
1705771800.0,17.51
1705773600.0,16.27
1705775400.0,16.27
1705777200.0,15.05
1705779000.0,15.05
1705780800.0,14.44
1705782600.0,14.44
1705784400.0,13.9
1705786200.0,13.9
1705788000.0,13.85
1705789800.0,13.85
1705791600.0,13.69
1705793400.0,13.69
1705795200.0,13.68
1705797000.0,13.68
1705798800.0,13.26
1705800600.0,13.26
1705802400.0,13.06
1705804200.0,13.06
1705806000.0,12.73
1705807800.0,12.73
1705809600.0,12.82
1705811400.0,12.82
1705813200.0,13.06
1705815000.0,13.06
1705816800.0,14.32
1705818600.0,14.32
1705820400.0,16.24
1705822200.0,16.24
1705824000.0,18.46
1705825800.0,18.46
1705827600.0,21.89
1705829400.0,21.89
1705831200.0,24.58
1705833000.0,24.58
1705834800.0,26.61
1705836600.0,26.61
1705838400.0,28.02
1705840200.0,28.02
1705842000.0,28.94
1705843800.0,28.94
1705845600.0,29.52
1705847400.0,29.52
1705849200.0,29.81
1705851000.0,29.81
1705852800.0,29.59
1705854600.0,29.59
1705856400.0,28.78
1705858200.0,28.78
1705860000.0,26.19
1705861800.0,26.19
1705863600.0,23.75
1705865400.0,23.75
1705867200.0,22.84
1705869000.0,22.84
1705870800.0,22.29
1705872600.0,22.29
1705874400.0,21.86
1705876200.0,21.86
1705878000.0,21.62
1705879800.0,21.62
1705881600.0,22.12
1705883400.0,22.12
1705885200.0,22.73
1705887000.0,22.73
1705888800.0,22.98
1705890600.0,22.98
1705892400.0,22.82
1705894200.0,22.82
1705896000.0,22.72
1705897800.0,22.72
1705899600.0,22.82
1705901400.0,22.82
1705903200.0,22.76
1705905000.0,22.76
1705906800.0,24.68
1705908600.0,24.68
1705910400.0,26.47
1705912200.0,26.47
1705914000.0,29.02
1705915800.0,29.02
1705917600.0,28.26
1705919400.0,28.26
1705921200.0,29.37
1705923000.0,29.37
1705924800.0,29.06
1705926600.0,29.06
1705928400.0,27.51
1705930200.0,27.51
1705932000.0,24.49
1705933800.0,24.49
1705935600.0,24.52
1705937400.0,24.52
1705939200.0,23.17
1705941000.0,23.17
1705942800.0,22.04
1705944600.0,22.04
1705946400.0,20.86
1705948200.0,20.86
1705950000.0,19.65
1705951800.0,19.65
1705953600.0,19.19
1705955400.0,19.19
1705957200.0,18.65
1705959000.0,18.65
1705960800.0,18.27
1705962600.0,18.27
1705964400.0,17.86
1705966200.0,17.86
1705968000.0,17.5
1705969800.0,17.5
1705971600.0,17.21
1705973400.0,17.21
1705975200.0,16.78
1705977000.0,16.78
1705978800.0,16.09
1705980600.0,16.09
1705982400.0,16.18
1705984200.0,16.18
1705986000.0,16.55
1705987800.0,16.55
1705989600.0,17.78
1705991400.0,17.78
1705993200.0,19.72
1705995000.0,19.72
1705996800.0,21.1
1705998600.0,21.1
1706000400.0,21.04
1706002200.0,21.04
1706004000.0,22.19
1706005800.0,22.19
1706007600.0,23.18
1706009400.0,23.18
1706011200.0,24.73
1706013000.0,24.73
1706014800.0,23.49
1706016600.0,23.49
1706018400.0,21.59
1706020200.0,21.59
1706022000.0,18.11
1706023800.0,18.11
1706025600.0,15.92
1706027400.0,15.92
1706029200.0,15.59
1706031000.0,15.59
1706032800.0,15.39
1706034600.0,15.39
1706036400.0,15.3
1706038200.0,15.3
1706040000.0,15.3
1706041800.0,15.3
1706043600.0,15.44
1706045400.0,15.44
1706047200.0,15.27
1706049000.0,15.27
1706050800.0,16.09
1706052600.0,16.09
1706054400.0,15.08
1706056200.0,15.08
1706058000.0,14.95
1706059800.0,14.95
1706061600.0,15.66
1706063400.0,15.66
1706065200.0,16.57
1706067000.0,16.57
1706068800.0,18.14
1706070600.0,18.14
1706072400.0,19.3
1706074200.0,19.3
1706076000.0,20.45
1706077800.0,20.45
1706079600.0,20.44
1706081400.0,20.44
1706083200.0,20.58
1706085000.0,20.58
1706086800.0,21.04
1706088600.0,21.04
1706090400.0,20.3
1706092200.0,20.3
1706094000.0,19.6
1706095800.0,19.6
1706097600.0,18.86
1706099400.0,18.86
1706101200.0,18.02
1706103000.0,18.02
1706104800.0,16.85
1706106600.0,16.85
1706108400.0,15.68
1706110200.0,15.68
1706112000.0,15.25
1706113800.0,15.25
1706115600.0,14.87
1706117400.0,14.87
1706119200.0,14.25
1706121000.0,14.25
1706122800.0,13.85
1706124600.0,13.85
1706126400.0,13.44
1706128200.0,13.44
1706130000.0,13.01
1706131800.0,13.01
1706133600.0,12.6
1706135400.0,12.6
1706137200.0,12.34
1706139000.0,12.34
1706140800.0,12.14
1706142600.0,12.14
1706144400.0,12.23
1706146200.0,12.23
1706148000.0,13.75
1706149800.0,13.75
1706151600.0,15.49
1706153400.0,15.49
1706155200.0,16.96
1706157000.0,16.96
1706158800.0,18.53
1706160600.0,18.53
1706162400.0,20.15
1706164200.0,20.15
1706166000.0,21.63
1706167800.0,21.63
1706169600.0,22.81
1706171400.0,22.81
1706173200.0,23.7
1706175000.0,23.7
1706176800.0,23.6
1706178600.0,23.6
1706180400.0,21.49
1706182200.0,21.49
1706184000.0,20.84
1706185800.0,20.84
1706187600.0,20.23
1706189400.0,20.23
1706191200.0,19.63
1706193000.0,19.63
1706194800.0,18.59
1706196600.0,18.59
1706198400.0,17.76
1706200200.0,17.76
1706202000.0,17.19
1706203800.0,17.19
1706205600.0,16.41
1706207400.0,16.41
1706209200.0,15.88
1706211000.0,15.88
1706212800.0,15.4
1706214600.0,15.4
1706216400.0,15.01
1706218200.0,15.01
1706220000.0,14.66
1706221800.0,14.66
1706223600.0,14.32
1706225400.0,14.32
1706227200.0,14.1
1706229000.0,14.1
1706230800.0,14.27
1706232600.0,14.27
1706234400.0,15.61
1706236200.0,15.61
1706238000.0,17.17
1706239800.0,17.17
1706241600.0,18.69
1706243400.0,18.69
1706245200.0,20.31
1706247000.0,20.31
1706248800.0,21.69
1706250600.0,21.69
1706252400.0,22.74
1706254200.0,22.74
1706256000.0,23.4
1706257800.0,23.4
1706259600.0,23.91
1706261400.0,23.91
1706263200.0,24.37
1706265000.0,24.37
1706266800.0,24.01
1706268600.0,24.01
1706270400.0,23.81
1706272200.0,23.81
1706274000.0,23.57
1706275800.0,23.57
1706277600.0,22.38
1706279400.0,22.38
1706281200.0,20.75
1706283000.0,20.75
1706410800.0,23.4
1706412600.0,23.91
1706414400.0,23.91
1706416200.0,24.37
1706418000.0,24.37
1706419800.0,24.01
1706421600.0,24.01
1706423400.0,23.81
1706425200.0,23.81
1706427000.0,23.57
1706428800.0,23.57
1706430600.0,22.38
1706432400.0,22.38
1706434200.0,20.75
1706436000.0,20.75
1706437800.0,19.88
1706439600.0,19.88
1706441400.0,19.14
1706443200.0,19.14
1706445000.0,18.61
1706446800.0,18.61
1706448600.0,18.09
1706450400.0,18.09
1706452200.0,17.68
1706454000.0,17.68
1706455800.0,17.39
1706457600.0,17.39
1706459400.0,17.18
1706461200.0,17.18
1706463000.0,17.0
1706464800.0,17.0
1706466600.0,16.79
1706468400.0,16.79
1706470200.0,17.0
1706472000.0,17.0
1706473800.0,18.82
1706475600.0,18.82
1706477400.0,21.3
1706479200.0,21.3
1706481000.0,23.99
1706482800.0,23.99
1706484600.0,26.43
1706486400.0,26.43
1706488200.0,27.48
1706490000.0,27.48
1706491800.0,27.92
1706493600.0,27.92
1706495400.0,28.24
1706497200.0,28.24
1706499000.0,27.3
1706500800.0,27.3
1706502600.0,25.2
1706504400.0,25.2
1706506200.0,24.43
1706508000.0,24.43
1706509800.0,23.39
1706511600.0,23.39
1706513400.0,21.72
1706515200.0,21.72
1706517000.0,20.16
1706518800.0,20.16
1706520600.0,18.85
1706522400.0,18.85
1706524200.0,18.3
1706526000.0,18.3
1706527800.0,17.59
1706529600.0,17.59
1706531400.0,17.17
1706533200.0,17.17
1706535000.0,16.73
1706536800.0,16.73
1706538600.0,16.31
1706540400.0,16.31
1706542200.0,15.95
1706544000.0,15.95
1706545800.0,15.55
1706547600.0,15.55
1706549400.0,15.26
1706551200.0,15.26
1706553000.0,15.0
1706554800.0,15.0
1706556600.0,14.91
1706558400.0,14.91
1706560200.0,15.97
1706562000.0,15.97
1706563800.0,17.46
1706565600.0,17.46
1706567400.0,19.06
1706569200.0,19.06
1706571000.0,20.69
1706572800.0,20.69
1706574600.0,22.09
1706576400.0,22.09
1706578200.0,23.07
1706580000.0,23.07
1706581800.0,23.39
1706583600.0,23.39
1706585400.0,23.48
1706587200.0,23.48
1706589000.0,22.66
1706590800.0,22.66
1706592600.0,21.87
1706594400.0,21.87
1706596200.0,21.59
1706598000.0,21.59
1706599800.0,20.44
1706601600.0,20.44
1706603400.0,18.8
1706605200.0,18.8
1706607000.0,17.12
1706608800.0,17.12
1706610600.0,16.28
1706612400.0,16.28
1706614200.0,15.75
1706616000.0,15.75
1706617800.0,15.23
1706619600.0,15.23
1706621400.0,14.89
1706623200.0,14.89
1706625000.0,14.75
1706626800.0,14.75
1706628600.0,14.58
1706630400.0,14.58
1706632200.0,14.1
1706634000.0,14.1
1706635800.0,13.68
